user_id,registration_date,age,gender,region,acq_channel,buyer_segment,cohort_week,cohort_month
956,2024-01-10 17:12:00,70,M,Другие регионы,TikTok,medium,2024-01-08,2024-01-01
961,2024-01-10 16:10:00,63,F,Москва,TikTok,rare,2024-01-08,2024-01-01
972,2024-01-10 00:07:00,23,F,Другие регионы,TikTok,medium,2024-01-08,2024-01-01
979,2024-01-10 03:36:00,18,M,Санкт-Петербург,TikTok,rare,2024-01-08,2024-01-01
987,2024-01-10 05:29:00,35,M,Другие регионы,TikTok,medium,2024-01-08,2024-01-01
991,2024-01-10 02:16:00,60,M,Санкт-Петербург,TikTok,medium,2024-01-08,2024-01-01
995,2024-01-10 04:55:00,66,M,Москва,TikTok,medium,2024-01-08,2024-01-01
1003,2024-01-11 10:09:00,34,F,Нижний Новгород,TikTok,medium,2024-01-08,2024-01-01
1045,2024-01-11 11:21:00,18,M,Москва,TikTok,rare,2024-01-08,2024-01-01
1054,2024-01-11 08:46:00,19,M,Другие регионы,TikTok,rare,2024-01-08,2024-01-01
1059,2024-01-11 01:54:00,24,M,Москва,TikTok,medium,2024-01-08,2024-01-01
1066,2024-01-11 09:22:00,26,F,Московская область,TikTok,rare,2024-01-08,2024-01-01
1068,2024-01-11 02:43:00,43,M,Москва,TikTok,medium,2024-01-08,2024-01-01
1070,2024-01-11 06:24:00,40,M,Москва,TikTok,rare,2024-01-08,2024-01-01
1076,2024-01-11 08:37:00,30,F,Краснодар,TikTok,rare,2024-01-08,2024-01-01
1079,2024-01-11 18:26:00,25,M,Другие регионы,TikTok,rare,2024-01-08,2024-01-01
1084,2024-01-11 05:23:00,20,M,Новосибирск,TikTok,rare,2024-01-08,2024-01-01
1087,2024-01-11 04:57:00,21,M,Москва,TikTok,rare,2024-01-08,2024-01-01
1088,2024-01-11 07:58:00,21,M,Екатеринбург,TikTok,rare,2024-01-08,2024-01-01
1100,2024-01-12 23:54:00,51,F,Московская область,TikTok,regular,2024-01-08,2024-01-01
1106,2024-01-12 04:25:00,59,M,Санкт-Петербург,TikTok,medium,2024-01-08,2024-01-01
1108,2024-01-12 13:07:00,53,M,Москва,TikTok,rare,2024-01-08,2024-01-01
1120,2024-01-12 10:36:00,24,M,Санкт-Петербург,TikTok,rare,2024-01-08,2024-01-01
1130,2024-01-12 09:25:00,28,F,Москва,TikTok,one_time,2024-01-08,2024-01-01
1131,2024-01-12 20:52:00,48,M,Другие регионы,TikTok,one_time,2024-01-08,2024-01-01
1142,2024-01-12 02:33:00,59,M,Другие регионы,TikTok,regular,2024-01-08,2024-01-01
1145,2024-01-12 20:28:00,23,F,Санкт-Петербург,TikTok,regular,2024-01-08,2024-01-01
1153,2024-01-12 00:41:00,49,F,Екатеринбург,TikTok,one_time,2024-01-08,2024-01-01
1164,2024-01-12 04:47:00,18,M,Москва,TikTok,rare,2024-01-08,2024-01-01
1179,2024-01-12 04:41:00,54,F,Москва,TikTok,one_time,2024-01-08,2024-01-01
1188,2024-01-12 02:56:00,65,M,Другие регионы,TikTok,regular,2024-01-08,2024-01-01
1191,2024-01-12 15:36:00,67,F,Краснодар,TikTok,medium,2024-01-08,2024-01-01
1211,2024-01-12 01:37:00,40,M,Москва,TikTok,regular,2024-01-08,2024-01-01
1215,2024-01-12 17:34:00,26,M,Москва,TikTok,one_time,2024-01-08,2024-01-01
1228,2024-01-13 07:54:00,68,M,Санкт-Петербург,TikTok,rare,2024-01-08,2024-01-01
1242,2024-01-13 13:03:00,70,M,Новосибирск,TikTok,rare,2024-01-08,2024-01-01
1252,2024-01-13 10:01:00,62,F,Москва,TikTok,medium,2024-01-08,2024-01-01
1260,2024-01-13 22:56:00,34,M,Другие регионы,TikTok,medium,2024-01-08,2024-01-01
1268,2024-01-13 15:49:00,25,M,Московская область,TikTok,rare,2024-01-08,2024-01-01
1271,2024-01-13 14:12:00,55,F,Новосибирск,TikTok,one_time,2024-01-08,2024-01-01
1277,2024-01-13 03:21:00,31,F,Другие регионы,TikTok,one_time,2024-01-08,2024-01-01
1290,2024-01-13 14:29:00,19,M,Другие регионы,TikTok,regular,2024-01-08,2024-01-01
1296,2024-01-13 08:31:00,35,M,Ростов-на-Дону,TikTok,rare,2024-01-08,2024-01-01
1314,2024-01-13 17:37:00,30,M,Москва,TikTok,one_time,2024-01-08,2024-01-01
1321,2024-01-14 12:33:00,69,M,Краснодар,TikTok,regular,2024-01-08,2024-01-01
1326,2024-01-14 12:06:00,40,M,Ростов-на-Дону,TikTok,one_time,2024-01-08,2024-01-01
1328,2024-01-14 19:18:00,34,M,Другие регионы,TikTok,medium,2024-01-08,2024-01-01
1329,2024-01-14 11:41:00,21,F,Другие регионы,TikTok,medium,2024-01-08,2024-01-01
1333,2024-01-14 13:46:00,35,F,Москва,TikTok,rare,2024-01-08,2024-01-01
1336,2024-01-14 17:36:00,59,F,Московская область,TikTok,regular,2024-01-08,2024-01-01
1342,2024-01-14 07:30:00,30,F,Москва,TikTok,rare,2024-01-08,2024-01-01
1345,2024-01-14 09:21:00,66,M,Санкт-Петербург,TikTok,one_time,2024-01-08,2024-01-01
1346,2024-01-14 08:17:00,55,F,Московская область,TikTok,medium,2024-01-08,2024-01-01
1352,2024-01-14 13:51:00,23,F,Другие регионы,TikTok,rare,2024-01-08,2024-01-01
1353,2024-01-14 17:35:00,41,M,Москва,TikTok,medium,2024-01-08,2024-01-01
1361,2024-01-14 05:15:00,19,M,Москва,TikTok,rare,2024-01-08,2024-01-01
1364,2024-01-14 21:30:00,58,M,Москва,TikTok,medium,2024-01-08,2024-01-01
1374,2024-01-14 18:18:00,25,F,Москва,TikTok,one_time,2024-01-08,2024-01-01
1379,2024-01-14 10:16:00,53,M,Новосибирск,TikTok,medium,2024-01-08,2024-01-01
1399,2024-01-14 14:02:00,43,M,Московская область,TikTok,rare,2024-01-08,2024-01-01
1402,2024-01-14 19:22:00,59,F,Москва,TikTok,one_time,2024-01-08,2024-01-01
1403,2024-01-14 18:03:00,50,M,Другие регионы,TikTok,one_time,2024-01-08,2024-01-01
1404,2024-01-14 11:56:00,62,F,Москва,TikTok,medium,2024-01-08,2024-01-01
1408,2024-01-14 17:14:00,38,F,Москва,TikTok,rare,2024-01-08,2024-01-01
1433,2024-01-15 21:53:00,21,F,Екатеринбург,TikTok,medium,2024-01-15,2024-01-01
1435,2024-01-15 13:31:00,58,M,Санкт-Петербург,TikTok,rare,2024-01-15,2024-01-01
1436,2024-01-15 17:42:00,36,F,Другие регионы,TikTok,medium,2024-01-15,2024-01-01
1455,2024-01-15 08:57:00,44,M,Другие регионы,TikTok,regular,2024-01-15,2024-01-01
1465,2024-01-15 00:13:00,63,M,Другие регионы,TikTok,medium,2024-01-15,2024-01-01
1470,2024-01-15 19:09:00,44,M,Краснодар,TikTok,regular,2024-01-15,2024-01-01
1475,2024-01-15 08:21:00,51,M,Другие регионы,TikTok,one_time,2024-01-15,2024-01-01
1500,2024-01-15 06:37:00,42,M,Санкт-Петербург,TikTok,regular,2024-01-15,2024-01-01
1503,2024-01-15 01:32:00,64,M,Другие регионы,TikTok,rare,2024-01-15,2024-01-01
1508,2024-01-15 05:15:00,38,F,Другие регионы,TikTok,rare,2024-01-15,2024-01-01
1530,2024-01-16 06:43:00,27,M,Москва,TikTok,rare,2024-01-15,2024-01-01
1535,2024-01-16 19:31:00,59,F,Нижний Новгород,TikTok,regular,2024-01-15,2024-01-01
1537,2024-01-16 04:06:00,28,M,Другие регионы,TikTok,rare,2024-01-15,2024-01-01
1538,2024-01-16 02:11:00,61,M,Московская область,TikTok,rare,2024-01-15,2024-01-01
1550,2024-01-16 12:39:00,35,F,Екатеринбург,TikTok,medium,2024-01-15,2024-01-01
1551,2024-01-16 20:40:00,32,M,Нижний Новгород,TikTok,rare,2024-01-15,2024-01-01
1567,2024-01-16 23:06:00,67,M,Москва,TikTok,rare,2024-01-15,2024-01-01
1568,2024-01-16 20:05:00,51,M,Московская область,TikTok,rare,2024-01-15,2024-01-01
1578,2024-01-16 17:04:00,59,M,Другие регионы,TikTok,medium,2024-01-15,2024-01-01
1588,2024-01-16 15:48:00,33,F,Другие регионы,TikTok,regular,2024-01-15,2024-01-01
1601,2024-01-16 08:11:00,65,M,Москва,TikTok,rare,2024-01-15,2024-01-01
1611,2024-01-17 10:41:00,35,M,Другие регионы,TikTok,rare,2024-01-15,2024-01-01
1612,2024-01-17 23:59:00,55,M,Другие регионы,TikTok,rare,2024-01-15,2024-01-01
1617,2024-01-17 02:16:00,52,M,Москва,TikTok,medium,2024-01-15,2024-01-01
1622,2024-01-17 04:58:00,49,M,Другие регионы,TikTok,regular,2024-01-15,2024-01-01
1635,2024-01-17 09:07:00,58,M,Другие регионы,TikTok,rare,2024-01-15,2024-01-01
1640,2024-01-17 13:36:00,58,F,Москва,TikTok,medium,2024-01-15,2024-01-01
1654,2024-01-17 07:05:00,42,M,Ростов-на-Дону,TikTok,medium,2024-01-15,2024-01-01
1667,2024-01-17 14:56:00,44,F,Другие регионы,TikTok,regular,2024-01-15,2024-01-01
1668,2024-01-17 03:19:00,45,M,Другие регионы,TikTok,rare,2024-01-15,2024-01-01
1670,2024-01-17 14:35:00,61,M,Другие регионы,TikTok,one_time,2024-01-15,2024-01-01
1673,2024-01-17 06:27:00,46,M,Другие регионы,TikTok,medium,2024-01-15,2024-01-01
1676,2024-01-17 10:18:00,43,M,Москва,TikTok,medium,2024-01-15,2024-01-01
1693,2024-01-17 22:23:00,30,M,Другие регионы,TikTok,rare,2024-01-15,2024-01-01
1695,2024-01-17 22:06:00,20,F,Москва,TikTok,rare,2024-01-15,2024-01-01
1698,2024-01-17 07:51:00,27,F,Москва,TikTok,medium,2024-01-15,2024-01-01
1705,2024-01-17 20:01:00,50,F,Другие регионы,TikTok,regular,2024-01-15,2024-01-01
1716,2024-01-17 04:37:00,30,F,Москва,TikTok,regular,2024-01-15,2024-01-01
1732,2024-01-18 07:20:00,24,F,Москва,TikTok,rare,2024-01-15,2024-01-01
1735,2024-01-18 20:28:00,43,F,Москва,TikTok,rare,2024-01-15,2024-01-01
1740,2024-01-18 09:15:00,45,M,Другие регионы,TikTok,medium,2024-01-15,2024-01-01
1741,2024-01-18 13:09:00,61,M,Нижний Новгород,TikTok,one_time,2024-01-15,2024-01-01
1752,2024-01-18 22:45:00,24,F,Другие регионы,TikTok,one_time,2024-01-15,2024-01-01
1761,2024-01-18 22:38:00,25,F,Ростов-на-Дону,TikTok,regular,2024-01-15,2024-01-01
1767,2024-01-18 06:33:00,62,M,Другие регионы,TikTok,rare,2024-01-15,2024-01-01
1770,2024-01-18 10:32:00,32,M,Санкт-Петербург,TikTok,medium,2024-01-15,2024-01-01
1775,2024-01-18 15:40:00,67,M,Другие регионы,TikTok,medium,2024-01-15,2024-01-01
1782,2024-01-18 10:39:00,35,M,Москва,TikTok,rare,2024-01-15,2024-01-01
1788,2024-01-18 20:55:00,18,F,Москва,TikTok,medium,2024-01-15,2024-01-01
1804,2024-01-18 11:39:00,35,F,Другие регионы,TikTok,rare,2024-01-15,2024-01-01
1812,2024-01-19 23:23:00,63,F,Москва,TikTok,medium,2024-01-15,2024-01-01
1816,2024-01-19 10:38:00,34,M,Санкт-Петербург,TikTok,regular,2024-01-15,2024-01-01
1819,2024-01-19 19:03:00,69,M,Нижний Новгород,TikTok,medium,2024-01-15,2024-01-01
1832,2024-01-19 12:02:00,36,M,Новосибирск,TikTok,regular,2024-01-15,2024-01-01
1835,2024-01-19 12:42:00,21,M,Московская область,TikTok,regular,2024-01-15,2024-01-01
1836,2024-01-19 15:53:00,55,M,Санкт-Петербург,TikTok,rare,2024-01-15,2024-01-01
1838,2024-01-19 04:35:00,33,F,Нижний Новгород,TikTok,one_time,2024-01-15,2024-01-01
1844,2024-01-19 20:18:00,51,F,Санкт-Петербург,TikTok,one_time,2024-01-15,2024-01-01
1860,2024-01-19 11:13:00,41,M,Нижний Новгород,TikTok,medium,2024-01-15,2024-01-01
1861,2024-01-19 09:39:00,34,F,Москва,TikTok,regular,2024-01-15,2024-01-01
1874,2024-01-19 08:33:00,19,M,Москва,TikTok,rare,2024-01-15,2024-01-01
1902,2024-01-19 22:55:00,44,F,Москва,TikTok,medium,2024-01-15,2024-01-01
1906,2024-01-19 11:41:00,26,F,Москва,TikTok,medium,2024-01-15,2024-01-01
1922,2024-01-20 10:53:00,47,F,Санкт-Петербург,TikTok,one_time,2024-01-15,2024-01-01
1924,2024-01-20 08:19:00,30,F,Краснодар,TikTok,medium,2024-01-15,2024-01-01
1926,2024-01-20 09:08:00,36,M,Московская область,TikTok,one_time,2024-01-15,2024-01-01
1927,2024-01-20 04:18:00,28,M,Московская область,TikTok,rare,2024-01-15,2024-01-01
1929,2024-01-20 05:25:00,37,F,Другие регионы,TikTok,medium,2024-01-15,2024-01-01
1931,2024-01-20 19:01:00,68,F,Москва,TikTok,medium,2024-01-15,2024-01-01
1940,2024-01-20 04:20:00,32,M,Екатеринбург,TikTok,rare,2024-01-15,2024-01-01
1943,2024-01-20 02:42:00,60,F,Другие регионы,TikTok,rare,2024-01-15,2024-01-01
1951,2024-01-20 02:16:00,42,F,Екатеринбург,TikTok,rare,2024-01-15,2024-01-01
1958,2024-01-20 10:10:00,57,F,Санкт-Петербург,TikTok,one_time,2024-01-15,2024-01-01
1960,2024-01-20 00:10:00,26,F,Москва,TikTok,regular,2024-01-15,2024-01-01
1968,2024-01-20 20:06:00,37,M,Москва,TikTok,one_time,2024-01-15,2024-01-01
1981,2024-01-20 04:17:00,50,M,Екатеринбург,TikTok,rare,2024-01-15,2024-01-01
1992,2024-01-20 03:30:00,42,M,Москва,TikTok,rare,2024-01-15,2024-01-01
1996,2024-01-20 21:33:00,35,F,Другие регионы,TikTok,medium,2024-01-15,2024-01-01
1999,2024-01-20 14:10:00,25,F,Московская область,TikTok,one_time,2024-01-15,2024-01-01
2004,2024-01-20 08:40:00,53,M,Москва,TikTok,medium,2024-01-15,2024-01-01
2008,2024-01-20 17:49:00,34,M,Другие регионы,TikTok,regular,2024-01-15,2024-01-01
2019,2024-01-21 04:11:00,56,F,Другие регионы,TikTok,medium,2024-01-15,2024-01-01
2025,2024-01-21 07:13:00,51,F,Другие регионы,TikTok,rare,2024-01-15,2024-01-01
2030,2024-01-21 07:59:00,61,M,Екатеринбург,TikTok,medium,2024-01-15,2024-01-01
2039,2024-01-21 00:59:00,34,F,Санкт-Петербург,TikTok,medium,2024-01-15,2024-01-01
2040,2024-01-21 15:49:00,52,M,Нижний Новгород,TikTok,rare,2024-01-15,2024-01-01
2049,2024-01-21 14:09:00,62,M,Краснодар,TikTok,one_time,2024-01-15,2024-01-01
2060,2024-01-21 20:29:00,61,M,Другие регионы,TikTok,rare,2024-01-15,2024-01-01
2069,2024-01-21 04:22:00,57,M,Другие регионы,TikTok,medium,2024-01-15,2024-01-01
2071,2024-01-21 15:46:00,53,M,Другие регионы,TikTok,rare,2024-01-15,2024-01-01
2073,2024-01-21 07:17:00,18,M,Москва,TikTok,rare,2024-01-15,2024-01-01
2079,2024-01-21 05:35:00,49,F,Новосибирск,TikTok,rare,2024-01-15,2024-01-01
2085,2024-01-21 15:28:00,53,M,Москва,TikTok,medium,2024-01-15,2024-01-01
2087,2024-01-21 16:22:00,63,F,Нижний Новгород,TikTok,medium,2024-01-15,2024-01-01
2096,2024-01-21 19:23:00,47,F,Другие регионы,TikTok,rare,2024-01-15,2024-01-01
2106,2024-01-21 03:09:00,19,M,Другие регионы,TikTok,rare,2024-01-15,2024-01-01
2111,2024-01-21 11:27:00,19,F,Другие регионы,TikTok,regular,2024-01-15,2024-01-01
2117,2024-01-22 21:18:00,62,M,Другие регионы,TikTok,one_time,2024-01-22,2024-01-01
2118,2024-01-22 16:15:00,68,M,Ростов-на-Дону,TikTok,medium,2024-01-22,2024-01-01
2124,2024-01-22 01:36:00,33,F,Другие регионы,TikTok,regular,2024-01-22,2024-01-01
2126,2024-01-22 21:12:00,66,M,Екатеринбург,TikTok,regular,2024-01-22,2024-01-01
2148,2024-01-22 09:41:00,27,F,Москва,TikTok,medium,2024-01-22,2024-01-01
2153,2024-01-22 05:29:00,20,F,Санкт-Петербург,TikTok,regular,2024-01-22,2024-01-01
2157,2024-01-22 06:13:00,53,M,Москва,TikTok,medium,2024-01-22,2024-01-01
2168,2024-01-22 23:02:00,37,F,Москва,TikTok,rare,2024-01-22,2024-01-01
2174,2024-01-22 22:41:00,22,F,Екатеринбург,TikTok,medium,2024-01-22,2024-01-01
2175,2024-01-22 11:45:00,63,F,Другие регионы,TikTok,medium,2024-01-22,2024-01-01
