user_id,registration_date,age,gender,region,acq_channel,buyer_segment,cohort_week,cohort_month
176,2024-01-02 00:05:00,40,F,Новосибирск,SEO,rare,2024-01-01,2024-01-01
177,2024-01-02 12:10:00,26,M,Санкт-Петербург,Google Ads,medium,2024-01-01,2024-01-01
178,2024-01-02 23:40:00,49,F,Нижний Новгород,Google Ads,medium,2024-01-01,2024-01-01
179,2024-01-02 20:38:00,26,F,Санкт-Петербург,Affiliate,rare,2024-01-01,2024-01-01
180,2024-01-02 12:17:00,70,M,Другие регионы,TikTok,medium,2024-01-01,2024-01-01
181,2024-01-03 20:19:00,33,F,Санкт-Петербург,Social Media,regular,2024-01-01,2024-01-01
182,2024-01-03 22:57:00,69,M,Новосибирск,Google Ads,rare,2024-01-01,2024-01-01
183,2024-01-03 03:00:00,24,M,Санкт-Петербург,Email Marketing,medium,2024-01-01,2024-01-01
184,2024-01-03 15:06:00,36,M,Московская область,Google Ads,one_time,2024-01-01,2024-01-01
185,2024-01-03 03:28:00,64,M,Другие регионы,Google Ads,medium,2024-01-01,2024-01-01
186,2024-01-03 05:21:00,53,M,Московская область,SEO,medium,2024-01-01,2024-01-01
187,2024-01-03 00:45:00,31,M,Москва,SEO,rare,2024-01-01,2024-01-01
188,2024-01-03 20:20:00,56,F,Санкт-Петербург,Google Ads,medium,2024-01-01,2024-01-01
189,2024-01-03 03:15:00,37,F,Москва,Google Ads,medium,2024-01-01,2024-01-01
190,2024-01-03 09:08:00,29,F,Санкт-Петербург,Google Ads,medium,2024-01-01,2024-01-01
191,2024-01-03 15:26:00,63,M,Другие регионы,Google Ads,medium,2024-01-01,2024-01-01
192,2024-01-03 14:36:00,65,M,Другие регионы,Email Marketing,medium,2024-01-01,2024-01-01
193,2024-01-03 03:47:00,59,F,Другие регионы,TikTok,medium,2024-01-01,2024-01-01
194,2024-01-03 19:40:00,45,M,Москва,Google Ads,regular,2024-01-01,2024-01-01
195,2024-01-03 08:54:00,50,F,Другие регионы,Google Ads,rare,2024-01-01,2024-01-01
196,2024-01-03 22:20:00,33,F,Другие регионы,Social Media,rare,2024-01-01,2024-01-01
197,2024-01-03 11:29:00,49,M,Санкт-Петербург,SEO,regular,2024-01-01,2024-01-01
198,2024-01-03 06:31:00,35,M,Санкт-Петербург,Email Marketing,medium,2024-01-01,2024-01-01
199,2024-01-03 14:01:00,25,F,Другие регионы,Social Media,regular,2024-01-01,2024-01-01
200,2024-01-03 20:23:00,34,M,Москва,Affiliate,rare,2024-01-01,2024-01-01
201,2024-01-03 03:00:00,31,F,Московская область,Google Ads,regular,2024-01-01,2024-01-01
202,2024-01-03 04:30:00,22,M,Москва,SEO,regular,2024-01-01,2024-01-01
203,2024-01-03 16:36:00,18,M,Краснодар,Google Ads,regular,2024-01-01,2024-01-01
204,2024-01-03 03:37:00,64,M,Санкт-Петербург,Google Ads,one_time,2024-01-01,2024-01-01
205,2024-01-03 09:13:00,51,M,Нижний Новгород,Social Media,medium,2024-01-01,2024-01-01
206,2024-01-03 10:08:00,42,M,Другие регионы,Google Ads,rare,2024-01-01,2024-01-01
207,2024-01-03 06:02:00,21,F,Другие регионы,Google Ads,medium,2024-01-01,2024-01-01
208,2024-01-03 02:32:00,31,M,Другие регионы,Google Ads,regular,2024-01-01,2024-01-01
209,2024-01-03 14:39:00,56,M,Москва,Affiliate,rare,2024-01-01,2024-01-01
210,2024-01-03 11:33:00,51,M,Другие регионы,Google Ads,rare,2024-01-01,2024-01-01
211,2024-01-03 16:04:00,34,F,Другие регионы,Google Ads,rare,2024-01-01,2024-01-01
212,2024-01-03 08:49:00,24,M,Другие регионы,Google Ads,rare,2024-01-01,2024-01-01
213,2024-01-03 04:11:00,20,F,Новосибирск,Affiliate,one_time,2024-01-01,2024-01-01
214,2024-01-03 18:23:00,25,M,Екатеринбург,Google Ads,one_time,2024-01-01,2024-01-01
215,2024-01-03 02:35:00,47,F,Москва,Affiliate,medium,2024-01-01,2024-01-01
216,2024-01-03 13:01:00,32,M,Новосибирск,Affiliate,rare,2024-01-01,2024-01-01
217,2024-01-03 06:33:00,33,M,Московская область,TikTok,one_time,2024-01-01,2024-01-01
218,2024-01-03 02:37:00,24,M,Екатеринбург,Social Media,rare,2024-01-01,2024-01-01
219,2024-01-03 23:20:00,38,M,Московская область,TikTok,medium,2024-01-01,2024-01-01
221,2024-01-03 04:05:00,63,F,Москва,Email Marketing,medium,2024-01-01,2024-01-01
222,2024-01-03 03:51:00,68,M,Москва,SEO,regular,2024-01-01,2024-01-01
223,2024-01-03 00:04:00,30,F,Другие регионы,Google Ads,medium,2024-01-01,2024-01-01
224,2024-01-03 12:31:00,19,M,Санкт-Петербург,Google Ads,medium,2024-01-01,2024-01-01
225,2024-01-03 13:56:00,53,F,Московская область,Social Media,regular,2024-01-01,2024-01-01
226,2024-01-03 15:22:00,54,F,Екатеринбург,Google Ads,medium,2024-01-01,2024-01-01
227,2024-01-03 11:49:00,55,M,Другие регионы,Google Ads,one_time,2024-01-01,2024-01-01
228,2024-01-03 05:15:00,55,M,Санкт-Петербург,Google Ads,rare,2024-01-01,2024-01-01
229,2024-01-03 01:05:00,21,M,Москва,Email Marketing,medium,2024-01-01,2024-01-01
230,2024-01-03 04:37:00,63,F,Другие регионы,SEO,rare,2024-01-01,2024-01-01
231,2024-01-03 10:08:00,28,F,Другие регионы,Affiliate,medium,2024-01-01,2024-01-01
232,2024-01-03 18:52:00,29,M,Санкт-Петербург,Google Ads,rare,2024-01-01,2024-01-01
233,2024-01-03 18:06:00,49,F,Москва,Google Ads,rare,2024-01-01,2024-01-01
234,2024-01-03 08:13:00,33,M,Другие регионы,SEO,medium,2024-01-01,2024-01-01
235,2024-01-03 17:24:00,24,M,Другие регионы,Affiliate,rare,2024-01-01,2024-01-01
236,2024-01-03 03:04:00,39,M,Москва,Affiliate,medium,2024-01-01,2024-01-01
237,2024-01-03 01:06:00,39,F,Москва,Affiliate,medium,2024-01-01,2024-01-01
238,2024-01-03 11:00:00,45,F,Москва,Affiliate,rare,2024-01-01,2024-01-01
239,2024-01-03 15:54:00,25,F,Санкт-Петербург,Social Media,medium,2024-01-01,2024-01-01
240,2024-01-03 08:14:00,35,M,Новосибирск,Affiliate,regular,2024-01-01,2024-01-01
241,2024-01-03 16:26:00,52,M,Другие регионы,Affiliate,one_time,2024-01-01,2024-01-01
242,2024-01-03 14:11:00,28,F,Другие регионы,Google Ads,rare,2024-01-01,2024-01-01
244,2024-01-03 18:37:00,55,M,Другие регионы,TikTok,one_time,2024-01-01,2024-01-01
245,2024-01-03 08:25:00,27,F,Краснодар,Social Media,rare,2024-01-01,2024-01-01
246,2024-01-03 10:52:00,68,M,Санкт-Петербург,Social Media,medium,2024-01-01,2024-01-01
247,2024-01-03 13:38:00,59,F,Москва,TikTok,medium,2024-01-01,2024-01-01
248,2024-01-03 16:56:00,54,M,Москва,SEO,medium,2024-01-01,2024-01-01
249,2024-01-03 11:52:00,47,M,Екатеринбург,Google Ads,rare,2024-01-01,2024-01-01
250,2024-01-03 05:53:00,34,F,Другие регионы,Google Ads,rare,2024-01-01,2024-01-01
251,2024-01-03 06:17:00,59,M,Московская область,SEO,regular,2024-01-01,2024-01-01
252,2024-01-03 19:51:00,37,F,Другие регионы,Google Ads,rare,2024-01-01,2024-01-01
253,2024-01-03 16:42:00,41,M,Новосибирск,Google Ads,rare,2024-01-01,2024-01-01
254,2024-01-03 20:45:00,59,M,Санкт-Петербург,SEO,regular,2024-01-01,2024-01-01
255,2024-01-03 13:25:00,42,M,Другие регионы,TikTok,rare,2024-01-01,2024-01-01
256,2024-01-03 21:56:00,53,F,Москва,Google Ads,regular,2024-01-01,2024-01-01
257,2024-01-03 10:23:00,34,M,Нижний Новгород,Google Ads,medium,2024-01-01,2024-01-01
258,2024-01-03 01:55:00,27,F,Москва,Social Media,medium,2024-01-01,2024-01-01
259,2024-01-03 05:20:00,58,M,Москва,Google Ads,medium,2024-01-01,2024-01-01
260,2024-01-03 13:30:00,42,M,Москва,Affiliate,medium,2024-01-01,2024-01-01
261,2024-01-03 04:06:00,42,M,Екатеринбург,Google Ads,medium,2024-01-01,2024-01-01
262,2024-01-03 04:21:00,49,F,Санкт-Петербург,TikTok,medium,2024-01-01,2024-01-01
263,2024-01-03 11:45:00,59,M,Другие регионы,Affiliate,medium,2024-01-01,2024-01-01
264,2024-01-03 14:24:00,25,M,Новосибирск,Google Ads,medium,2024-01-01,2024-01-01
265,2024-01-03 16:46:00,57,M,Москва,Google Ads,regular,2024-01-01,2024-01-01
266,2024-01-03 01:35:00,49,M,Другие регионы,Social Media,rare,2024-01-01,2024-01-01
267,2024-01-03 02:49:00,50,M,Москва,TikTok,rare,2024-01-01,2024-01-01
268,2024-01-03 10:27:00,65,M,Москва,TikTok,one_time,2024-01-01,2024-01-01
269,2024-01-03 05:07:00,43,F,Московская область,SEO,medium,2024-01-01,2024-01-01
270,2024-01-03 13:58:00,55,F,Екатеринбург,Social Media,rare,2024-01-01,2024-01-01
271,2024-01-03 03:56:00,44,M,Московская область,Affiliate,regular,2024-01-01,2024-01-01
272,2024-01-03 11:42:00,61,M,Ростов-на-Дону,SEO,regular,2024-01-01,2024-01-01
273,2024-01-03 15:20:00,33,F,Санкт-Петербург,Email Marketing,medium,2024-01-01,2024-01-01
274,2024-01-03 14:20:00,25,F,Другие регионы,Google Ads,rare,2024-01-01,2024-01-01
275,2024-01-03 19:40:00,37,F,Другие регионы,Affiliate,rare,2024-01-01,2024-01-01
276,2024-01-03 21:23:00,63,M,Московская область,Affiliate,regular,2024-01-01,2024-01-01
277,2024-01-03 05:31:00,26,F,Другие регионы,Social Media,rare,2024-01-01,2024-01-01
278,2024-01-03 22:21:00,24,M,Другие регионы,Affiliate,regular,2024-01-01,2024-01-01
279,2024-01-03 13:53:00,55,M,Екатеринбург,TikTok,medium,2024-01-01,2024-01-01
280,2024-01-04 07:17:00,43,M,Другие регионы,Social Media,one_time,2024-01-01,2024-01-01
281,2024-01-04 23:59:00,53,F,Краснодар,Affiliate,medium,2024-01-01,2024-01-01
282,2024-01-04 11:35:00,48,F,Нижний Новгород,Affiliate,one_time,2024-01-01,2024-01-01
283,2024-01-04 01:42:00,21,F,Москва,Google Ads,rare,2024-01-01,2024-01-01
285,2024-01-04 12:24:00,44,M,Другие регионы,Google Ads,one_time,2024-01-01,2024-01-01
286,2024-01-04 18:34:00,65,F,Нижний Новгород,TikTok,rare,2024-01-01,2024-01-01
287,2024-01-04 13:17:00,53,M,Санкт-Петербург,SEO,regular,2024-01-01,2024-01-01
288,2024-01-04 20:39:00,60,M,Санкт-Петербург,Email Marketing,rare,2024-01-01,2024-01-01
289,2024-01-04 17:25:00,23,F,Санкт-Петербург,Affiliate,one_time,2024-01-01,2024-01-01
290,2024-01-04 21:22:00,46,M,Москва,TikTok,rare,2024-01-01,2024-01-01
291,2024-01-04 11:32:00,69,M,Екатеринбург,Google Ads,medium,2024-01-01,2024-01-01
292,2024-01-04 21:40:00,67,M,Москва,SEO,rare,2024-01-01,2024-01-01
293,2024-01-04 22:21:00,20,M,Москва,SEO,regular,2024-01-01,2024-01-01
294,2024-01-04 00:24:00,61,M,Москва,Affiliate,regular,2024-01-01,2024-01-01
295,2024-01-04 09:38:00,23,M,Санкт-Петербург,Social Media,one_time,2024-01-01,2024-01-01
297,2024-01-04 09:13:00,65,M,Другие регионы,Google Ads,rare,2024-01-01,2024-01-01
298,2024-01-04 21:51:00,54,F,Другие регионы,TikTok,one_time,2024-01-01,2024-01-01
299,2024-01-04 04:42:00,59,M,Москва,Google Ads,medium,2024-01-01,2024-01-01
